GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
9570	17	46923114	46967000	109	11	486520	1.2692	0.10218	GOSR2
388394	17	46978156	46979248	1	1	487511	-1.4367	0.9246	RPRML
996	17	47117697	47189312	138	21	486660	1.9773	0.024006	CDC27
4635	17	47209013	47227697	29	9	486679	2.1589	0.015431	MYL4
3690	17	47253842	47312711	167	20	487336	1.8125	0.034957	ITGB3
124989	17	47323961	47441312	280	13	486805	1.7543	0.039691	EFCAB13
9520	17	47522950	47623276	125	16	484787	1.8902	0.029369	NPEPPS
3837	17	47649838	47683638	37	9	487014	2.0135	0.02203	KPNB1
9755	17	47694065	47712063	32	8	486573	2.0972	0.01799	TBKBP1
30009	17	47733244	47746122	30	8	487137	2.1716	0.014942	TBX21
114881	17	47807367	47821826	46	9	487425	1.3119	0.094775	OSBPL7
124995	17	47823272	47831541	32	6	486797	1.5755	0.057568	MRPL10
90506	17	47831627	47837713	20	7	486474	1.3303	0.091716	LRRC46
90507	17	47837681	47841333	9	5	487046	0.57185	0.28371	SCRN2
80320	17	47844908	47876190	65	12	486896	2.0411	0.020621	SP6
6668	17	47896054	47932271	55	8	487123	0.52281	0.30055	SP2
55163	17	47941523	47949308	17	7	487322	1.4644	0.071537	PNPO
79170	17	47951967	47957894	17	5	487333	1.3432	0.089605	PRR15L
80279	17	47967904	47981786	32	6	487428	0.16788	0.43334	CDK5RAP3
51226	17	48026167	48048091	55	11	486628	1.1083	0.13386	COPZ2
4779	17	48048324	48061545	16	7	487417	0.41363	0.33957	NFE2L1
10951	17	48070052	48101521	81	12	486866	0.80094	0.21158	CBX1
29916	17	48107554	48122745	40	9	486997	0.23549	0.40691	SNX11
8631	17	48133438	48430235	591	27	487268	0.71262	0.23804	SKAP1
3211	17	48529445	48530910	3	1	487007	-0.47831	0.68379	HOXB1
3212	17	48542655	48545031	6	2	485830	0.48858	0.31257	HOXB2
3213	17	48548870	48590282	79	17	487266	0.85161	0.19722	HOXB3
3214	17	48575507	48578381	6	3	487039	0.53893	0.29497	HOXB4
3215	17	48591257	48593741	7	4	486205	1.239	0.10767	HOXB5
3216	17	48594095	48604992	22	8	486932	1.0996	0.13575	HOXB6
3217	17	48607232	48611021	10	4	487511	0.24243	0.40422	HOXB7
3218	17	48612346	48615112	5	2	485796	0.85505	0.19626	HOXB8
3219	17	48615128	48626473	30	8	486510	0.17617	0.43008	HOXB9
105371810	17	48623142	48625737	4	2	487511	0.81095	0.2087	LOC105371810
101060400	17	48634804	48647072	35	8	487133	0.37765	0.35285	LOC101060400
360205	17	48720809	48724758	6	3	487102	0.045359	0.48191	PRAC2
84366	17	48721719	48722520	3	2	487196	-0.51191	0.69564	PRAC1
10481	17	48724763	48728749	7	3	487511	0.40242	0.34369	HOXB13
284076	17	48762231	48817107	128	15	487118	0.55058	0.29096	TTLL6
10241	17	48830988	48865245	76	8	487089	1.9493	0.025633	CALCOCO2
516	17	48892786	48895871	4	1	487511	1.4111	0.079113	ATP5G1
65264	17	48908369	48929060	45	3	486864	1.4063	0.079816	UBE2Z
11267	17	48930096	48945414	40	6	486993	1.4383	0.075171	SNF8
2695	17	48958556	48968593	27	4	486446	1.4768	0.069859	GIP
10642	17	48997412	49056145	89	14	486886	1.0711	0.14205	IGF2BP1
124872	17	49132460	49169989	93	21	486950	1.332	0.091422	B4GALNT2
2793	17	49204442	49210574	20	7	487058	2.5388	0.0055609	GNGT2
51225	17	49210227	49223225	33	9	487213	2.8282	0.0023406	ABI3
162466	17	49223366	49231692	18	5	487511	1.8469	0.032382	PHOSPHO1
22834	17	49289206	49362473	134	13	486868	4.3676	6.2798e-06	ZNF652
5245	17	49404048	49414905	26	11	487184	3.6011	0.00015844	PHB
4804	17	49495293	49515020	53	16	487146	2.4918	0.0063548	NGFR
11248	17	49575936	49583810	8	3	487393	0.86385	0.19384	NXPH3
8405	17	49598884	49678163	82	21	486824	0.72217	0.2351	SPOP
10237	17	49700934	49708135	7	3	487511	2.076	0.018949	SLC35B1
81558	17	49710325	49764156	41	18	486308	2.6727	0.0037622	FAM117A
11143	17	49788619	49829096	32	14	486034	1.7997	0.035953	KAT7
255061	17	49838309	49848017	6	3	486023	2.102	0.017777	TAC4
729220	17	49844715	49848837	2	1	487511	1.63	0.051554	FLJ45513
1748	17	49969198	49974959	10	3	486394	0.34114	0.3665	DLX4
1747	17	49977079	49995224	48	10	484572	0.17797	0.42937	DLX3
3675	17	50055976	50090485	71	12	486517	0.45627	0.3241	ITGA3
5164	17	50094737	50111369	46	10	486980	1.4856	0.068692	PDK2
201191	17	50111309	50129882	32	12	473394	-0.17433	0.5692	SAMD14
84687	17	50133735	50151022	19	7	487203	-1.4202	0.92223	PPP1R9B
6442	17	50165975	50175932	24	6	487110	0.90733	0.18212	SGCA
1277	17	50184096	50201648	37	11	486856	1.2954	0.097585	COL1A1
162461	17	50271406	50281485	27	10	486745	1.5815	0.056886	TMEM92
64132	17	50346032	50361185	40	5	486612	-0.087267	0.53477	XYLT2
51264	17	50367867	50373201	15	4	486805	-0.41022	0.65918	MRPL27
146956	17	50373220	50381752	21	5	486647	0.38219	0.35116	EME1
55379	17	50381233	50397553	46	8	486514	0.11528	0.45411	LRRC59
80221	17	50426158	50474845	100	14	487005	2.0127	0.022071	ACSF2
1101	17	50464492	50469881	11	5	487150	2.3239	0.010065	CHAD
55316	17	50478800	50502164	44	9	486712	1.639	0.050611	RSAD1
84073	17	50508384	50531502	55	10	487190	2.1144	0.017241	MYCBPAP
55040	17	50532687	50543750	29	9	486942	1.3677	0.085698	EPN3
64847	17	50547089	50555852	30	6	486690	0.84707	0.19848	SPATA20
8913	17	50561068	50629625	128	20	487030	1.8505	0.03212	CACNA1G
8714	17	50634843	50691704	109	30	486907	0.58373	0.2797	ABCC3
91369	17	50693190	50707909	21	7	486389	1.0366	0.14997	ANKRD40
51747	17	50719565	50752711	66	13	486598	1.6465	0.049832	LUC7L3
124857	17	50835244	50842348	20	3	487294	1.2338	0.10864	WFIKKN2
10140	17	50862223	50867978	6	3	487354	0.93994	0.17362	TOB1
9043	17	50962174	51120865	163	18	486471	3.8542	5.8053e-05	SPAG9
654364	17	51153536	51171744	45	10	486967	-0.090171	0.53592	NME1-NME2
4830	17	51153559	51162089	29	6	486963	0.14201	0.44354	NME1
4831	17	51165435	51171744	12	4	486797	-1.1689	0.87878	NME2
54799	17	51177419	51260493	149	14	487233	0.40389	0.34315	MBTD1
51096	17	51260536	51297933	89	14	486691	-1.0175	0.84554	UTP18
56934	17	51630313	52160017	1116	73	486963	-0.37579	0.64646	CA10
100506650	17	52983991	52987658	5	3	487322	-0.20659	0.58184	C17orf112
84643	17	53822878	53825212	11	4	487131	0.05697	0.47728	KIF2B
10040	17	54900691	54961967	150	14	487115	1.1395	0.12725	TOM1L1
1353	17	54951898	54968780	58	7	486990	1.3226	0.092983	COX11
252983	17	54968735	55164285	408	20	486916	0.99364	0.1602	STXBP4
3131	17	55264960	55325065	121	27	486389	0.49929	0.30879	HLF
23531	17	55392613	55421993	56	9	486724	-0.16985	0.56744	MMD
55273	17	55719627	55732121	13	6	485131	0.019875	0.49207	TMEM100
58488	17	55750979	55843209	224	15	486445	0.34437	0.36528	PCTP
162282	17	55965604	56511407	1197	83	486688	0.57674	0.28206	ANKFN1
339210	17	56791913	56834062	97	10	487153	-0.78797	0.78464	C17orf67
8526	17	56834099	56869567	69	5	487255	-0.24195	0.59559	DGKE
7706	17	56887909	56914048	31	9	486987	1.478	0.06971	TRIM25
8161	17	56938199	56961050	53	17	486047	1.7314	0.041691	COIL
59342	17	56978107	57006768	46	9	487183	0.92598	0.17723	SCPEP1
8165	17	57085192	57121349	98	22	487110	0.64911	0.25813	AKAP1
124540	17	57256570	57700477	1056	151	486749	-0.47469	0.68249	MSI2
101927581	17	57744481	57745329	2	1	487511	0.53306	0.297	CCDC182
51649	17	57838926	57850072	20	7	486027	1.0627	0.14395	MRPS23
404093	17	57861243	57955323	222	42	486771	1.393	0.081803	CUEDC1
7716	17	57971547	57988254	23	6	486969	0.32698	0.37184	VEZF1
101929185	17	57988110	57989295	3	1	484653	-0.18089	0.57177	LOC101929185
6426	17	58000919	58007346	9	4	486629	0.15097	0.44	SRSF1
140735	17	58083419	58090257	6	3	485925	0.48257	0.3147	DYNLL2
26689	17	58155154	58156086	3	2	487511	-0.10709	0.54264	OR4D1
124538	17	58169656	58170579	3	1	487511	0.020598	0.49178	OR4D2
8288	17	58192728	58205174	18	7	487143	1.6815	0.046334	EPX
54903	17	58205436	58219605	15	4	486368	1.0806	0.13994	MKS1
4025	17	58237737	58268536	39	8	487025	1.2392	0.10763	LPO
4353	17	58269855	58284313	18	7	487143	2.6674	0.0038226	MPO
9256	17	58301227	58328795	70	13	487303	2.605	0.004594	BZRAP1
6827	17	58345175	58352238	16	4	486704	2.6364	0.0041892	SUPT4H1
54894	17	58353676	58417620	89	13	486961	4.7414	1.0613e-06	RNF43
124535	17	58420167	58488401	74	12	486947	3.7594	8.5169e-05	HSF5
9110	17	58489532	58518110	31	8	487027	3.7072	0.0001048	MTMR4
5414	17	58520250	58540818	31	8	486978	3.4816	0.0002492	SEPT4
284083	17	58540681	58544372	6	3	487354	3.4386	0.00029232	C17orf47
56155	17	58556677	58692079	246	25	486930	3.2935	0.00049473	TEX14
5889	17	58692536	58734342	60	11	486936	2.8485	0.0021964	RAD51C
22843	17	58755869	58985179	304	20	486840	3.7157	0.00010132	PPM1E
4591	17	58982638	59106905	163	19	486998	3.6289	0.00014234	TRIM37
348235	17	59109947	59155439	44	10	487028	4.0924	2.1347e-05	SKA2
55771	17	59155499	59206709	77	10	486516	0.7477	0.22732	PRR11
105371844	17	59181320	59183020	3	2	487511	-0.54478	0.70705	LOC105371844
55181	17	59210010	59215250	7	4	486998	1.7816	0.037405	SMG8
284161	17	59220467	59275970	78	9	486817	0.75698	0.22453	GDPD1
388403	17	59331692	59401734	125	19	486967	0.19646	0.42213	YPEL2
79665	17	59565525	59608352	23	5	485327	-1.5476	0.93914	DHX40
1213	17	59619689	59696956	106	9	486875	-1.0787	0.85964	CLTC
51651	17	59697306	59707495	23	6	485334	-2.5517	0.99464	PTRH2
81671	17	59707502	59840593	170	18	486785	0.58707	0.27858	VMP1
51174	17	59859479	59892945	57	9	486844	0.44208	0.32922	TUBD1
6198	17	59893046	59950426	79	11	487081	0.75138	0.22621	RPS6KB1
51136	17	59952362	59964756	20	5	487341	0.78126	0.21733	RNFT1
105371935	17	60025994	60040475	4	1	487511	-0.62398	0.73368	LOC105371935
63897	17	60043191	60078931	40	4	484509	-0.9784	0.83606	HEATR6
762	17	60149941	60159546	11	4	482959	-0.86608	0.80678	CA4
84669	17	60177231	60422470	194	16	483147	1.3893	0.082363	USP32
124773	17	60421085	60431426	17	4	482570	1.209	0.11333	C17orf64
10513	17	60443149	60526240	58	11	472921	0.66693	0.25241	APPBP2
8493	17	60600183	60666280	22	12	473389	1.1884	0.11734	PPM1D
54828	17	60677811	61392838	949	60	484094	-0.43938	0.66981	BCAS3
101927855	17	61361594	61383553	30	6	486784	-1.3984	0.919	LOC101927855
6909	17	61394698	61409466	30	5	486113	-0.32341	0.62681	TBX2
388407	17	61411751	61413280	3	1	487511	-1.9108	0.97199	C17orf82
9496	17	61444626	61485110	73	17	487246	-1.0125	0.84434	TBX4
342538	17	61590433	61591202	3	1	487196	0.59597	0.2756	NACA2
83990	17	61679186	61863937	248	22	486806	-0.17197	0.56827	BRIP1
57508	17	61865367	61928030	80	13	485820	1.715	0.043174	INTS2
9969	17	61942605	62065311	123	17	486726	1.3992	0.080877	MED13
105371936	17	62344040	62353998	38	7	487131	1.454	0.072969	LOC105371936
146779	17	62370218	62416479	53	10	486036	0.64974	0.25793	EFCAB3
339175	17	62423885	62450093	23	7	485990	0.8562	0.19594	METTL2A
105371937	17	62463848	62479796	16	6	486168	1.081	0.13984	LOC105371937
11011	17	62477081	62615481	146	15	486275	1.3631	0.086421	TLK2
9902	17	62626515	62693601	94	14	485969	1.686	0.045895	MRC2
162333	17	62701314	62808381	232	23	486911	-0.088891	0.53542	MARCH10
26115	17	62966664	63427706	633	25	487091	2.67	0.0037929	TANC2
1534	17	63432304	63446361	18	7	487207	3.3581	0.00039244	CYB561
1636	17	63477061	63498380	39	5	486361	7.1735	3.6548e-13	ACE
81033	17	63523334	63548977	43	9	487118	2.9075	0.0018215	KCNH6
10238	17	63550435	63594279	37	12	486261	0.99287	0.16039	DCAF7
51204	17	63600872	63608365	3	2	484346	-0.16831	0.56683	TACO1
4215	17	63622209	63696310	82	8	486905	0.13721	0.44543	MAP3K3
80774	17	63695889	63701769	7	4	485122	-0.52919	0.70166	LIMD2
92335	17	63702832	63741970	67	8	486881	0.32357	0.37313	STRADA
57003	17	63745250	63773728	46	5	487300	0.35254	0.36222	CCDC47
11325	17	63773884	63819317	80	7	486913	0.1726	0.43148	DDX42
117246	17	63819433	63827671	15	3	486763	0.71582	0.23705	FTSJ3
5705	17	63827410	63832027	8	3	486212	0.077284	0.4692	PSMC5
6603	17	63832081	63842991	16	3	486773	0.31054	0.37807	SMARCD2
2689	17	63880212	63881942	1	1	487511	-0.8377	0.7989	GH2
1444	17	63909602	63911323	6	2	487164	1.0824	0.13953	CSHL1
2688	17	63917193	63918852	7	4	485594	-0.22429	0.58874	GH1
974	17	63928738	63932353	11	3	487374	1.5098	0.065547	CD79B
6329	17	63938554	63990150	94	20	486573	0.4105	0.34072	SCN4A
92340	17	63998344	64004305	6	2	486952	-0.23307	0.59215	PRR29
3384	17	64002595	64020634	11	7	485739	0.73027	0.23261	ICAM2
2081	17	64043030	64130142	138	19	486769	-0.95878	0.83117	ERN1
55852	17	64147433	64263323	243	20	486537	0.91078	0.18121	TEX2
5175	17	64319415	64413801	54	10	486557	-0.32576	0.6277	PECAM1
284021	17	64447249	64479383	23	3	485875	0.33911	0.36726	MILR1
11232	17	64476994	64497066	38	3	487088	-0.0774	0.53085	POLG2
1655	17	64498256	64506924	15	6	485726	0.092304	0.46323	DDX5
90799	17	64506762	64537951	46	8	485382	-0.78843	0.78478	CEP95
64750	17	64542282	64662268	192	13	485475	-0.16714	0.56637	SMURF2
374819	17	64854147	64919480	8	5	477140	2.2598	0.011917	LRRC37A3
10672	17	65009289	65056802	29	10	481212	-0.085683	0.53414	GNA13
8787	17	65137338	65227703	248	28	485433	-0.33359	0.63065	RGS9
8313	17	65528563	65561622	64	16	485854	0.97205	0.16551	AXIN2
201134	17	65635540	66192131	1757	31	486823	0.040716	0.48376	CEP112
350	17	66212029	66229438	69	11	487242	0.063155	0.47482	APOH
5578	17	66302782	66810744	1520	107	486878	1.2665	0.10267	PRKCA
27091	17	66835117	66887296	178	41	487127	-0.072195	0.52878	CACNG5
27092	17	66964864	67033402	187	36	486816	1.0471	0.14752	CACNG4
786	17	67044536	67056797	22	6	487056	-0.10368	0.54129	CACNG1
9931	17	67070438	67245963	260	16	486630	0.44387	0.32857	HELZ
101928021	17	67243959	67272108	71	13	485774	0.48658	0.31328	LOC101928021
5718	17	67340486	67366605	46	12	486856	0.44211	0.32921	PSMD12
26207	17	67377281	67697263	764	110	486162	0.37542	0.35367	PITPNC1
25926	17	67717833	67744208	65	5	483081	0.27522	0.39157	NOL11
2186	17	67825528	67984378	245	13	485231	3.0039	0.0013329	BPTF
284018	17	67991099	67996784	7	3	484629	2.0467	0.020343	C17orf58
3838	17	68035732	68046854	25	3	487085	1.9019	0.028592	KPNA2
51321	17	68205997	68257164	255	22	486118	1.0775	0.14063	AMZ2
22901	17	68257159	68450773	464	74	486824	0.094248	0.46246	ARSG
9120	17	68267026	68291264	54	11	486701	0.77876	0.21806	SLC16A6
5573	17	68413623	68551316	306	31	487028	1.7011	0.044459	PRKAR1A
55062	17	68421281	68457512	86	17	487199	0.59349	0.27643	WIPI1
54757	17	68534561	68600954	129	24	487233	1.6178	0.052848	FAM20A
10351	17	68867287	68955408	178	21	487167	0.12446	0.45047	ABCA8
10350	17	68974632	69067443	162	22	486241	0.10149	0.45958	ABCA9
23460	17	69078089	69141992	95	9	487011	0.44343	0.32873	ABCA6
10349	17	69148007	69244815	186	15	487011	-0.63192	0.73628	ABCA10
23461	17	69244435	69327182	148	17	486956	-0.17142	0.56805	ABCA5
5608	17	69414697	69542329	249	39	486986	-0.72351	0.76532	MAP2K6
3773	17	70075225	70135608	189	13	486935	1.2261	0.11007	KCNJ16
3759	17	70168616	70180044	10	4	485957	0.85002	0.19766	KCNJ2
6662	17	72121020	72126420	8	3	485751	-0.41536	0.66106	SOX9
201266	17	72645946	73092714	1389	150	483712	0.63001	0.26434	SLC39A11
6752	17	73165021	73171955	12	3	486275	0.13196	0.44751	SSTR2
9382	17	73193034	73208507	36	5	486015	-1.4472	0.92608	COG1
84923	17	73207353	73232394	78	7	486544	-1.1119	0.86691	FAM104A
55028	17	73232233	73248959	65	2	486978	-0.45004	0.67366	C17orf80
642843	17	73242343	73262532	43	7	486114	-1.0917	0.86252	CPSF4L
23580	17	73283624	73312004	75	16	486456	0.20677	0.4181	CDC42EP4
54549	17	73334384	73644484	815	108	485995	-0.022258	0.50888	SDK2
100134391	17	73737854	73756831	123	13	487364	2.3215	0.01013	LOC100134391
6169	17	74203656	74209880	10	2	486264	-0.28428	0.6119	RPL38
94015	17	74213557	74262020	131	17	486295	0.2083	0.4175	TTYH2
64446	17	74274232	74314884	133	19	486891	-1.9482	0.97431	DNAI2
124602	17	74326212	74355820	92	17	487185	-0.53113	0.70233	KIF19
388419	17	74356416	74363652	18	4	487375	0.37235	0.35481	BTBD17
350383	17	74367407	74373008	9	4	487028	0.95876	0.16884	GPR142
55890	17	74424503	74451658	75	18	486087	0.40765	0.34177	GPRC5C
11314	17	74466366	74484798	71	14	486358	2.8233	0.0023764	CD300A
124599	17	74521174	74531474	24	5	486834	-0.77768	0.78162	CD300LB
10871	17	74541065	74546171	20	5	487105	0.40426	0.34301	CD300C
100130520	17	74557246	74567534	39	9	487204	0.68448	0.24684	LOC100130520
100131439	17	74579972	74592231	28	7	487241	0.11853	0.45282	CD300LD
146723	17	74584679	74594209	26	6	487300	0.45025	0.32627	C17orf77
101928343	17	74599840	74625910	80	13	487052	0.34684	0.36436	LOC101928343
342510	17	74609883	74623758	42	8	486972	0.095431	0.46199	CD300E
326624	17	74671117	74747335	131	29	486146	-0.99819	0.84091	RAB37
146722	17	74694308	74713059	33	10	486777	-0.71708	0.76334	CD300LF
9368	17	74748612	74769360	21	7	486029	-0.085188	0.53394	SLC9A3R1
26151	17	74770547	74776395	15	3	486882	-1.3591	0.91294	NAT9
54868	17	74776483	74839783	131	17	486229	2.4586	0.0069745	TMEM104
2905	17	74842021	74861514	32	4	461954	2.583	0.0048968	GRIN2C
2232	17	74862497	74873031	33	3	439004	0.49463	0.31043	FDXR
283985	17	74876776	74893811	33	9	473562	-1.0428	0.85147	FADS6
124590	17	74916083	74923263	5	3	407346	-0.25387	0.6002	USH1G
92736	17	74922963	74933913	10	6	486476	0.14472	0.44247	OTOP2
347741	17	74935802	74949992	39	10	487025	0.86505	0.19351	OTOP3
283987	17	74950742	74972805	36	10	486313	-0.14271	0.55674	HID1
30850	17	74987632	75005800	32	10	480800	0.56233	0.28695	CDR2L
3396	17	75012664	75021261	32	7	487104	1.1538	0.12428	ICT1
23510	17	75032567	75065889	83	14	487000	1.8198	0.034398	KCTD2
10476	17	75038860	75046979	19	7	487272	1.5016	0.066604	ATP5H
9121	17	75087727	75106162	83	13	487087	0.70993	0.23887	SLC16A5
79637	17	75109952	75130265	40	9	486638	0.77948	0.21785	ARMC7
30833	17	75130225	75131795	2	1	487511	-2.3915	0.99161	NT5C
51155	17	75135243	75154683	22	6	486771	-4.0482	0.99997	HN1
6613	17	75167730	75183003	21	7	486797	-2.0737	0.98095	SUMO2
79902	17	75205450	75235759	64	10	473904	0.76391	0.22246	NUP85
23163	17	75225480	75262393	58	8	481072	-0.15641	0.56215	GGA3
51081	17	75261668	75266376	8	2	486439	-0.57872	0.71861	MRPS7
57409	17	75266228	75271292	4	2	485132	-2.6887	0.99641	MIF4GD
60386	17	75272980	75289957	47	7	485096	-0.8881	0.81276	SLC25A19
2885	17	75318076	75405709	167	12	486913	-2.0388	0.97927	GRB2
9772	17	75441159	75500452	126	13	486799	-1.4402	0.92509	KIAA0195
57513	17	75500260	75515583	40	7	487327	-2.0959	0.98195	CASKIN2
283989	17	75515707	75524739	41	6	487159	-2.5172	0.99409	TSEN54
3993	17	75525080	75575209	193	23	486918	-1.8936	0.97086	LLGL2
9400	17	75626845	75667191	58	12	484114	-0.31074	0.622	RECQL5
643008	17	75633434	75641406	12	6	485316	0.58273	0.28004	SMIM5
100130933	17	75644822	75647977	6	3	482425	-0.36561	0.64267	SMIM6
29115	17	75667116	75708062	60	11	483317	-0.63443	0.7371	SAP30BP
3691	17	75721342	75757819	65	16	486545	-0.49744	0.69056	ITGB4
2584	17	75757937	75765199	17	6	486607	2.1076	0.017533	GALK1
3021	17	75776434	75779935	11	5	487064	-0.099476	0.53962	H3F3B
85451	17	75784839	75825805	89	15	486633	-0.14899	0.55922	UNK
201294	17	75827225	75844717	57	9	486427	-0.69624	0.75686	UNC13D
23558	17	75845699	75855420	22	5	486362	0.77548	0.21903	WBP2
91107	17	75874164	75878600	9	2	487343	0.67154	0.25094	TRIM47
201292	17	75880379	75897003	44	7	486356	0.20813	0.41756	TRIM65
64978	17	75898643	75905100	12	4	486387	0.6553	0.25614	MRPL38
85302	17	75910537	75941038	40	9	487284	0.49519	0.31023	FBF1
51	17	75941507	75979434	111	17	486410	1.283	0.099745	ACOX1
100134934	17	75979217	76000586	58	12	486466	1.6143	0.05323	TEN1
1018	17	76000906	76005999	10	4	487322	1.1083	0.13387	CDK3
2125	17	76006845	76027452	46	10	487203	0.61965	0.26774	EVPL
6730	17	76038775	76072526	61	7	480027	-1.3724	0.91504	SRP68
8811	17	76072088	76077541	1	1	90278	-0.083316	0.5332	GALR2
353174	17	76079182	76082804	5	2	487020	0.53641	0.29584	ZACN
23265	17	76080993	76103787	57	6	487072	-1.0161	0.84521	EXOC7
2302	17	76136333	76141299	5	2	487511	0.88276	0.18868	FOXJ1
114804	17	76142453	76240368	192	25	486949	0.42775	0.33442	RNF157
283991	17	76265205	76271298	17	5	485809	0.4521	0.3256	UBALD2
84074	17	76274049	76308690	106	13	487227	-0.01115	0.50445	QRICH2
5635	17	76310787	76354149	116	19	486849	0.45937	0.32299	PRPSAP1
8877	17	76381567	76387860	12	5	487180	0.38197	0.35124	SPHK1
63893	17	76389532	76453206	131	19	486814	-0.47163	0.6814	UBE2O
15	17	76452853	76470790	45	11	487154	-1.0929	0.86277	AANAT
79651	17	76470893	76501437	97	17	486549	-1.6519	0.95073	RHBDF2
114757	17	76527348	76557597	61	8	486543	-0.47575	0.68287	CYGB
768206	17	76527586	76553580	50	7	487044	-0.50813	0.69432	PRCD
10610	17	76565379	76586066	82	9	486559	-0.29547	0.61618	ST6GALNAC2
55808	17	76617774	76643838	78	12	486379	0.10658	0.45756	ST6GALNAC1
439921	17	76673650	76711005	116	11	486837	0.091709	0.46346	MXRA7
105376847	17	76700190	76707304	32	3	486957	0.49262	0.31114	LOC105376847
23210	17	76712832	76726799	16	5	486708	1.4889	0.06826	JMJD6
124512	17	76725873	76733881	5	2	472954	2.0016	0.022662	METTL23
6427	17	76734115	76737629	5	3	479779	3.1314	0.00086981	SRSF2
79157	17	76736565	76804356	64	16	482387	2.294	0.010895	MFSD11
146664	17	76850503	76950393	450	56	485716	1.2324	0.10889	MGAT5B
105371899	17	76953181	76969199	50	10	486220	-0.16144	0.56413	LOC105371899
6397	17	77088643	77217101	404	41	486137	0.93243	0.17556	SEC14L1
105371906	17	77253764	77270801	82	13	484275	-0.075981	0.53028	LOC105371906
105371907	17	77257737	77282699	83	11	485098	-0.62345	0.73351	LOC105371907
10801	17	77281410	77500596	609	63	484116	-0.44291	0.67109	SEPT9
105371905	17	77373730	77377341	12	2	487354	-0.080957	0.53226	LOC105371905
100996273	17	77439912	77446373	5	3	479917	-1.5725	0.94208	LOC100996273
57690	17	78004170	78108835	182	24	486643	0.64607	0.25912	TNRC6C
11322	17	78112918	78132407	59	23	486385	1.5403	0.061749	TMC6
147138	17	78128851	78142968	51	12	486608	1.8557	0.031746	TMC8
100141515	17	78146040	78166904	86	21	486830	1.8275	0.033809	C17orf99
9144	17	78168551	78172928	14	4	486043	2.603	0.0046209	SYNGR2
7083	17	78174079	78187204	48	13	486560	1.2389	0.10769	TK1
125061	17	78185102	78207701	107	23	486680	2.0196	0.02171	AFMID
332	17	78214196	78225635	58	8	487161	-0.67248	0.74936	BIRC5
283999	17	78231310	78240987	36	9	486402	-0.61787	0.73167	TMEM235
105371910	17	78248227	78252491	20	3	486510	-1.7849	0.96286	LOC105371910
9021	17	78356777	78360079	6	3	486378	0.4007	0.34432	SOCS3
9489	17	78378618	78424659	165	17	486757	0.77122	0.22029	PGS1
8632	17	78423697	78577432	696	79	486675	1.8923	0.029224	DNAH17
9267	17	78674047	78782342	201	18	486519	-0.1404	0.55583	CYTH1
57602	17	78787385	78840898	97	13	486813	-0.68037	0.75187	USP36
7077	17	78852977	78925390	251	30	486400	0.28274	0.38869	TIMP2
100653515	17	78890579	78903217	56	11	485954	0.56925	0.28459	CEP295NL
3959	17	78971253	78979979	26	11	484409	0.32505	0.37257	LGALS3BP
124583	17	78991716	79009817	59	12	486156	0.82727	0.20404	CANT1
114897	17	79022934	79049788	76	10	486803	2.1329	0.016465	C1QTNF1
64772	17	79071523	79088603	69	13	486195	2.5149	0.0059534	ENGASE
146713	17	79089345	79611101	1769	237	480403	1.8422	0.032723	RBFOX3
339221	17	79730919	79742926	35	9	468184	-1.2086	0.88659	ENPP7
84733	17	79777188	79787650	22	10	478484	-0.21696	0.58588	CBX2
57332	17	79794377	79797116	6	3	484535	0.54596	0.29255	CBX8
8535	17	79833156	79839414	8	3	486041	-0.23675	0.59357	CBX4
125058	17	79932343	80035867	309	74	482643	-0.31808	0.62479	TBC1D16
55036	17	80036632	80100613	254	22	486253	0.1478	0.44125	CCDC40
2548	17	80101531	80119881	101	13	486679	0.73244	0.23195	GAA
9775	17	80135214	80147183	34	11	486732	1.9838	0.023637	EIF4A3
79092	17	80169992	80209331	131	30	486787	-0.2268	0.58971	CARD14
6448	17	80206966	80220400	46	7	487132	-1.2406	0.89262	SGSH
284129	17	80220401	80253509	138	21	486234	0.017027	0.49321	SLC26A11
57674	17	80260840	80398786	391	49	486650	-1.1259	0.8699	RNF213
284131	17	80415117	80438086	72	18	486833	-1.0971	0.86371	ENDOV
4884	17	80466833	80476604	29	8	486909	1.5835	0.056658	NPTX1
57521	17	80544825	80966373	1432	66	486818	-1.2618	0.89649	RPTOR
105371921	17	80885804	80891713	23	6	486608	-0.10897	0.54339	LOC105371921
79643	17	80991841	81000133	27	4	486121	-1.0108	0.84395	CHMP6
10458	17	81035144	81117432	316	43	485136	0.060119	0.47603	BAIAP2
9625	17	81117295	81166072	207	37	485908	0.61785	0.26834	AATK
22994	17	81189593	81222994	126	23	486038	-0.17101	0.56789	CEP131
146705	17	81228277	81239091	27	9	485444	0.36822	0.35635	ENTHD2
284184	17	81239311	81241298	5	3	485971	-0.10182	0.54055	C17orf89
124565	17	81244811	81295433	170	26	486289	-1.1621	0.87739	SLC38A10
284186	17	81305814	81330674	95	13	486186	-0.91492	0.81988	TMEM105
100130370	17	81375498	81386797	11	3	484611	1.4705	0.070715	LOC100130370
57597	17	81395464	81466332	162	37	485890	3.8162	6.7762e-05	BAHCC1
71	17	81509971	81512866	24	5	485855	0.67106	0.25109	ACTG1
25794	17	81513051	81539790	74	18	486130	1.4584	0.07237	FSCN2
